Customer ID,Customer Name,Date of Birth,Marital Status,Date of First Purchase,Gender,Yearly Income,
CK-2595,Clytie Kelty,21-10-1997,S,1529020800,F,20000,"Insert into Customer values('CK-2595','Clytie Kelty',35724,'S',1529020800,'F',20000)"
SB-10170,Sarah Bern,08-10-2003,S,1445126400,M,20000,"Insert into Customer values('SB-10170','Sarah Bern',37902,'S',1445126400,'M',20000)"
JJ-5760,Joel Jenkins,28-11-1970,S,1475366400,F,20000,"Insert into Customer values('JJ-5760','Joel Jenkins',25900,'S',1475366400,'F',20000)"
GH-4485,Gene Hale,15-08-1989,M,1543881600,F,20000,"Insert into Customer values('GH-4485','Gene Hale',32735,'M',1543881600,'F',20000)"
DB-3555,Dorothy Badders,26-03-1956,M,1500422400,M,30000,"Insert into Customer values('DB-3555','Dorothy Badders',20540,'M',1500422400,'M',30000)"
LB-6795,Laurel Beltran,12-11-1988,M,1545350400,F,30000,"Insert into Customer values('LB-6795','Laurel Beltran',32459,'M',1545350400,'F',30000)"
KT-6465,Kean Takahito,21-05-1955,M,1452124800,F,30000,"Insert into Customer values('KT-6465','Kean Takahito',20230,'M',1452124800,'F',30000)"
GA-4725,Guy Armstrong,10-08-1964,M,1476662400,F,30000,"Insert into Customer values('GA-4725','Guy Armstrong',23599,'M',1476662400,'F',30000)"
DK-3090,Dave Kipp,10-04-1970,M,1503964800,F,10000,"Insert into Customer values('DK-3090','Dave Kipp',25668,'M',1503964800,'F',10000)"
SS-10590,Sonia Sunley,13-12-2002,M,1533427200,F,20000,"Insert into Customer values('SS-10590','Sonia Sunley',37603,'M',1533427200,'F',20000)"
SD-10485,Shirley Daniels,28-05-2004,S,1528156800,M,20000,"Insert into Customer values('SD-10485','Shirley Daniels',38135,'S',1528156800,'M',20000)"
TS-21085,Thais Sissman,27-01-1989,S,1506556800,M,20000,"Insert into Customer values('TS-21085','Thais Sissman',32535,'S',1506556800,'M',20000)"
RA-9945,Ryan Akin,21-04-1982,S,1428969600,M,10000,"Insert into Customer values('RA-9945','Ryan Akin',30062,'S',1428969600,'M',10000)"
JO-5145,Jack O Briant,25-12-1988,M,1550880000,F,20000,"Insert into Customer values('JO-5145','Jack O Briant',32502,'M',1550880000,'F',20000)"
LW-7215,Luke Weiss,01-09-1968,S,1432857600,M,20000,"Insert into Customer values('LW-7215','Luke Weiss',25082,'S',1432857600,'M',20000)"
RB-9645,Robert Barroso,22-11-1950,M,1455753600,M,30000,"Insert into Customer values('RB-9645','Robert Barroso',18589,'M',1455753600,'M',30000)"
MV-7485,Mark Van Huff,15-09-1985,M,1558569600,M,30000,"Insert into Customer values('MV-7485','Mark Van Huff',31305,'M',1558569600,'M',30000)"
BW-1200,Ben Wallace,16-05-1978,S,1544227200,F,30000,"Insert into Customer values('BW-1200','Ben Wallace',28626,'S',1544227200,'F',30000)"
CC-2610,Corey Catlett,23-04-1987,M,1444694400,M,30000,"Insert into Customer values('CC-2610','Corey Catlett',31890,'M',1444694400,'M',30000)"
BD-1560,Brendan Dodson,15-12-1966,M,1448150400,M,40000,"Insert into Customer values('BD-1560','Brendan Dodson',24456,'M',1448150400,'M',40000)"
CS-2505,Cindy Stewart,20-08-1995,M,1557705600,M,30000,"Insert into Customer values('CS-2505','Cindy Stewart',34931,'M',1557705600,'M',30000)"
VT-11700,Valerie Takahito,23-04-1981,S,1529971200,M,10000,"Insert into Customer values('VT-11700','Valerie Takahito',29699,'S',1529971200,'M',10000)"
MC-7845,Michael Chen,02-04-1957,S,1423785600,F,20000,"Insert into Customer values('MC-7845','Michael Chen',20912,'S',1423785600,'F',20000)"
KH-6690,Kristen Hastings,01-04-1956,M,1540166400,F,30000,"Insert into Customer values('KH-6690','Kristen Hastings',20546,'M',1540166400,'F',30000)"
VS-11820,Vivek Sundaresam,09-02-1975,S,1429747200,F,10000,"Insert into Customer values('VS-11820','Vivek Sundaresam',27434,'S',1429747200,'F',10000)"
NF-8475,Neil Französisch,28-06-1967,S,1503187200,F,10000,"Insert into Customer values('NF-8475','Neil Französisch',24651,'S',1503187200,'F',10000)"
TB-11190,Thomas Brumley,10-02-1989,M,1495152000,M,30000,"Insert into Customer values('TB-11190','Thomas Brumley',32549,'M',1495152000,'M',30000)"
TS-11205,Thomas Seio,07-06-1991,M,1511136000,F,30000,"Insert into Customer values('TS-11205','Thomas Seio',33396,'M',1511136000,'F',30000)"
TD-10995,Tamara Dahlen,06-03-2001,M,1509148800,F,40000,"Insert into Customer values('TD-10995','Tamara Dahlen',36956,'M',1509148800,'F',40000)"
EB-3750,Edward Becker,06-05-1961,S,1435795200,M,40000,"Insert into Customer values('EB-3750','Edward Becker',22407,'S',1435795200,'M',40000)"
AH-690,Anna Häberlin,08-07-1956,S,1528588800,M,20000,"Insert into Customer values('AH-690','Anna Häberlin',20644,'S',1528588800,'M',20000)"
TB-11280,Toby Braunhardt,14-07-1956,M,1445126400,F,30000,"Insert into Customer values('TB-11280','Toby Braunhardt',20650,'M',1445126400,'F',30000)"
AM-705,Anne McFarland,20-12-1951,S,1512000000,F,30000,"Insert into Customer values('AM-705','Anne McFarland',18982,'S',1512000000,'F',30000)"
BD-1620,Brian DeCherney,31-07-1961,S,1426896000,M,40000,"Insert into Customer values('BD-1620','Brian DeCherney',22493,'S',1426896000,'M',40000)"
KF-6285,Karen Ferguson,22-10-1999,S,1534204800,M,10000,"Insert into Customer values('KF-6285','Karen Ferguson',36455,'S',1534204800,'M',10000)"
BE-1335,Bill Eplett,04-05-1951,M,1504656000,F,10000,"Insert into Customer values('BE-1335','Bill Eplett',18752,'M',1504656000,'F',10000)"
HA-4905,Helen Abelman,23-10-1997,S,1423267200,M,10000,"Insert into Customer values('HA-4905','Helen Abelman',35726,'S',1423267200,'M',10000)"
ND-8370,Natalie DeCherney,19-02-1962,S,1493856000,F,10000,"Insert into Customer values('ND-8370','Natalie DeCherney',22696,'S',1493856000,'F',10000)"
AA-645,Anna Andreadi,29-08-1973,S,1468627200,M,90000,"Insert into Customer values('AA-645','Anna Andreadi',26905,'S',1468627200,'M',90000)"
CC-2430,Chuck Clark,08-03-2004,M,1473552000,M,130000,"Insert into Customer values('CC-2430','Chuck Clark',38054,'M',1473552000,'M',130000)"
PL-8925,Paul Lucas,14-05-1976,M,1530316800,F,130000,"Insert into Customer values('PL-8925','Paul Lucas',27894,'M',1530316800,'F',130000)"
SO-10335,Sean O Donnell,09-02-1994,M,1510012800,M,130000,"Insert into Customer values('SO-10335','Sean O Donnell',34374,'M',1510012800,'M',130000)"
AY-555,Andy Yotov,09-04-1956,S,1484956800,M,60000,"Insert into Customer values('AY-555','Andy Yotov',20554,'S',1484956800,'M',60000)"
JB-6000,Joy Bell-,19-06-1958,M,1475280000,M,70000,"Insert into Customer values('JB-6000','Joy Bell-',21355,'M',1475280000,'M',70000)"
SN-10560,Skye Norling,06-01-2002,S,1429315200,F,80000,"Insert into Customer values('SN-10560','Skye Norling',37262,'S',1429315200,'F',80000)"
AH-465,Amy Hunt,04-06-1985,S,1534032000,F,90000,"Insert into Customer values('AH-465','Amy Hunt',31202,'S',1534032000,'F',90000)"
HW-4935,Helen Wasserman,11-02-1965,M,1423958400,M,150000,"Insert into Customer values('HW-4935','Helen Wasserman',23784,'M',1423958400,'M',150000)"
MC-7425,Mark Cousins,15-09-1995,S,1421798400,F,80000,"Insert into Customer values('MC-7425','Mark Cousins',34957,'S',1421798400,'F',80000)"
BT-1680,Brian Thompson,20-07-1950,S,1440460800,F,100000,"Insert into Customer values('BT-1680','Brian Thompson',18464,'S',1440460800,'F',100000)"
MG-7650,Matthew Grinstein,21-08-1952,M,1491868800,M,100000,"Insert into Customer values('MG-7650','Matthew Grinstein',19227,'M',1491868800,'M',100000)"
CB-2415,Christy Brittain,14-08-1980,M,1508544000,F,130000,"Insert into Customer values('CB-2415','Christy Brittain',29447,'M',1508544000,'F',130000)"
CK-2760,Cyma Kinney,08-09-1959,S,1531008000,M,130000,"Insert into Customer values('CK-2760','Cyma Kinney',21801,'S',1531008000,'M',130000)"
AG-330,Alex Grayson,04-11-1996,M,1513814400,M,80000,"Insert into Customer values('AG-330','Alex Grayson',35373,'M',1513814400,'M',80000)"
MK-8160,Mike Kennedy,12-06-2000,M,1443484800,M,80000,"Insert into Customer values('MK-8160','Mike Kennedy',36689,'M',1443484800,'M',80000)"
NC-8625,Noah Childs,21-06-1957,M,1554336000,M,90000,"Insert into Customer values('NC-8625','Noah Childs',20992,'M',1554336000,'M',90000)"
MO-7950,Michael Oakman,15-02-1951,M,1493424000,F,100000,"Insert into Customer values('MO-7950','Michael Oakman',18674,'M',1493424000,'F',100000)"
HF-4995,Herbert Flentye,14-08-1977,S,1447632000,M,130000,"Insert into Customer values('HF-4995','Herbert Flentye',28351,'S',1447632000,'M',130000)"
SJ-10215,Sarah Jordon,24-05-1952,S,1461024000,F,130000,"Insert into Customer values('SJ-10215','Sarah Jordon',19138,'S',1461024000,'F',130000)"
AO-810,Anthony O Donnell,02-01-1991,S,1526256000,M,130000,"Insert into Customer values('AO-810','Anthony O Donnell',33240,'S',1526256000,'M',130000)"
RM-9375,Raymond Messe,18-10-1953,M,1546473600,M,100000,"Insert into Customer values('RM-9375','Raymond Messe',19650,'M',1546473600,'M',100000)"
MM-8055,Michelle Moray,15-10-1993,S,1546992000,M,100000,"Insert into Customer values('MM-8055','Michelle Moray',34257,'S',1546992000,'M',100000)"
DN-3690,Duane Noonan,19-07-1952,M,1532390400,F,110000,"Insert into Customer values('DN-3690','Duane Noonan',19194,'M',1532390400,'F',110000)"
EB-3930,Eric Barreto,15-02-1953,M,1484784000,F,130000,"Insert into Customer values('EB-3930','Eric Barreto',19405,'M',1484784000,'F',130000)"
NH-8610,Nicole Hansen,12-03-1955,M,1475625600,M,130000,"Insert into Customer values('NH-8610','Nicole Hansen',20160,'M',1475625600,'M',130000)"
EL-3735,Ed Ludwig,05-09-1960,M,1473379200,M,150000,"Insert into Customer values('EL-3735','Ed Ludwig',22164,'M',1473379200,'M',150000)"
PS-8760,Pamela Stobb,21-11-1978,M,1547078400,F,170000,"Insert into Customer values('PS-8760','Pamela Stobb',28815,'M',1547078400,'F',170000)"
ST-10530,Shui Tom,26-03-1959,M,1495756800,F,90000,"Insert into Customer values('ST-10530','Shui Tom',21635,'M',1495756800,'F',90000)"
RH-9510,Rick Huthwaite,10-12-1998,S,1510876800,F,120000,"Insert into Customer values('RH-9510','Rick Huthwaite',36139,'S',1510876800,'F',120000)"
BD-1605,Brian Dahlen,20-01-1954,M,1521417600,F,70000,"Insert into Customer values('BD-1605','Brian Dahlen',19744,'M',1521417600,'F',70000)"
SC-10440,Shaun Chance,17-11-1960,M,1481328000,F,80000,"Insert into Customer values('SC-10440','Shaun Chance',22237,'M',1481328000,'F',80000)"
CG-2040,Catherine Glotzbach,28-11-1988,M,1493596800,M,80000,"Insert into Customer values('CG-2040','Catherine Glotzbach',32475,'M',1493596800,'M',80000)"
TG-11310,Toby Gnade,05-12-2002,S,1564617600,M,90000,"Insert into Customer values('TG-11310','Toby Gnade',37595,'S',1564617600,'M',90000)"
FO-4305,Frank Olsen,23-02-1965,M,1545955200,F,130000,"Insert into Customer values('FO-4305','Frank Olsen',23796,'M',1545955200,'F',130000)"
CS-1950,Carlos Soltero,12-07-1992,S,1482883200,M,170000,"Insert into Customer values('CS-1950','Carlos Soltero',33797,'S',1482883200,'M',170000)"
LE-6810,Laurel Elliston,12-06-1978,S,1533945600,M,100000,"Insert into Customer values('LE-6810','Laurel Elliston',28653,'S',1533945600,'M',100000)"
DR-2880,Dan Reichenbach,17-09-1965,S,1478908800,M,130000,"Insert into Customer values('DR-2880','Dan Reichenbach',24002,'S',1478908800,'M',130000)"
JR-5700,Jocasta Rupert,03-02-2000,S,1541376000,F,170000,"Insert into Customer values('JR-5700','Jocasta Rupert',36559,'S',1541376000,'F',170000)"
MS-7710,Maurice Satty,08-09-2000,M,1431302400,M,100000,"Insert into Customer values('MS-7710','Maurice Satty',36777,'M',1431302400,'M',100000)"
PM-8940,Paul MacIntyre,12-06-2003,S,1545004800,F,70000,"Insert into Customer values('PM-8940','Paul MacIntyre',37784,'S',1545004800,'F',70000)"
AZ-750,Annie Zypern,03-03-1981,M,1548201600,M,90000,"Insert into Customer values('AZ-750','Annie Zypern',29648,'M',1548201600,'M',90000)"
AA-375,Allen Armold,27-03-1950,M,1473033600,M,90000,"Insert into Customer values('AA-375','Allen Armold',18349,'M',1473033600,'M',90000)"
FM-4290,Frank Merwin,04-08-2004,M,1472342400,M,130000,"Insert into Customer values('FM-4290','Frank Merwin',38203,'M',1472342400,'M',130000)"
CR-2820,Cyra Reiten,17-06-1958,S,1554681600,M,150000,"Insert into Customer values('CR-2820','Cyra Reiten',21353,'S',1554681600,'M',150000)"
VB-11745,Victoria Brennan,07-01-1995,S,1512259200,M,130000,"Insert into Customer values('VB-11745','Victoria Brennan',34706,'S',1512259200,'M',130000)"
RH-19600,Rob Haberlin,15-04-1978,S,1431820800,M,70000,"Insert into Customer values('RH-19600','Rob Haberlin',28595,'S',1431820800,'M',70000)"
KH-6330,Katharine Harms,07-11-1961,S,1486080000,F,70000,"Insert into Customer values('KH-6330','Katharine Harms',22592,'S',1486080000,'F',70000)"
ME-7725,Max Engle,04-04-1952,S,1437177600,M,70000,"Insert into Customer values('ME-7725','Max Engle',19088,'S',1437177600,'M',70000)"
FA-4230,Frank Atkinson,25-10-1996,S,1505088000,F,70000,"Insert into Customer values('FA-4230','Frank Atkinson',35363,'S',1505088000,'F',70000)"
GM-4455,Gary Mitchum,28-05-1962,M,1524441600,F,80000,"Insert into Customer values('GM-4455','Gary Mitchum',22794,'M',1524441600,'F',80000)"
KH-6510,Keith Herrera,17-11-1977,M,1449792000,F,70000,"Insert into Customer values('KH-6510','Keith Herrera',28446,'M',1449792000,'F',70000)"
CD-2790,Cynthia Delaney,09-08-1973,M,1456444800,F,60000,"Insert into Customer values('CD-2790','Cynthia Delaney',26885,'M',1456444800,'F',60000)"
NB-8580,Nicole Brennan,18-02-1954,S,1426550400,F,80000,"Insert into Customer values('NB-8580','Nicole Brennan',19773,'S',1426550400,'F',80000)"
CS-2250,Chris Selesnick,08-05-1999,S,1536192000,F,80000,"Insert into Customer values('CS-2250','Chris Selesnick',36288,'S',1536192000,'F',80000)"
SP-10920,Susan Pistek,22-06-1970,S,1448496000,M,90000,"Insert into Customer values('SP-10920','Susan Pistek',25741,'S',1448496000,'M',90000)"
TH-11100,Thea Hendricks,07-12-1993,M,1485820800,F,90000,"Insert into Customer values('TH-11100','Thea Hendricks',34310,'M',1485820800,'F',90000)"
DC-3285,Debra Catini,04-05-1993,M,1445212800,M,90000,"Insert into Customer values('DC-3285','Debra Catini',34093,'M',1445212800,'M',90000)"
CM-2655,Corinna Mitchell,05-02-1986,S,1535500800,F,90000,"Insert into Customer values('CM-2655','Corinna Mitchell',31448,'S',1535500800,'F',90000)"
RF-9735,Roland Fjeld,25-09-1958,M,1531267200,M,90000,"Insert into Customer values('RF-9735','Roland Fjeld',21453,'M',1531267200,'M',90000)"
LH-6750,Larry Hughes,17-06-1957,M,1541462400,F,100000,"Insert into Customer values('LH-6750','Larry Hughes',20988,'M',1541462400,'F',100000)"
JM-5265,Janet Molinari,15-05-1971,M,1468886400,M,100000,"Insert into Customer values('JM-5265','Janet Molinari',26068,'M',1468886400,'M',100000)"
CS-1845,Cari Sayre,14-09-2003,M,1499558400,M,110000,"Insert into Customer values('CS-1845','Cari Sayre',37878,'M',1499558400,'M',110000)"
CS-1860,Cari Schnelling,03-06-1955,M,1497398400,M,110000,"Insert into Customer values('CS-1860','Cari Schnelling',20243,'M',1497398400,'M',110000)"
BT-1485,Brad Thomas,23-02-1995,S,1533081600,F,120000,"Insert into Customer values('BT-1485','Brad Thomas',34753,'S',1533081600,'F',120000)"
KB-6240,Karen Bern,01-07-1973,S,1432598400,F,90000,"Insert into Customer values('KB-6240','Karen Bern',26846,'S',1432598400,'F',90000)"
KB-6600,Ken Brennan,19-05-1994,S,1469491200,F,100000,"Insert into Customer values('KB-6600','Ken Brennan',34473,'S',1469491200,'F',100000)"
LS-7230,Lycoris Saunders,16-03-1981,M,1534204800,F,100000,"Insert into Customer values('LS-7230','Lycoris Saunders',29661,'M',1534204800,'F',100000)"
MS-7365,Maribeth Schnelling,29-04-1978,M,1443052800,F,130000,"Insert into Customer values('MS-7365','Maribeth Schnelling',28609,'M',1443052800,'F',130000)"
BG-1740,Bruce Geld,08-05-1987,S,1531526400,M,130000,"Insert into Customer values('BG-1740','Bruce Geld',31905,'S',1531526400,'M',130000)"
HJ-4875,Heather Jas,17-08-2005,M,1449187200,F,160000,"Insert into Customer values('HJ-4875','Heather Jas',38581,'M',1449187200,'F',160000)"
LR-6915,Lena Radford,28-11-1959,S,1477180800,M,90000,"Insert into Customer values('LR-6915','Lena Radford',21882,'S',1477180800,'M',90000)"
JW-6075,Julia West,16-07-1952,M,1459296000,F,110000,"Insert into Customer values('JW-6075','Julia West',19191,'M',1459296000,'F',110000)"
DJ-3420,Denny Joy,15-12-1992,M,1520208000,F,130000,"Insert into Customer values('DJ-3420','Denny Joy',33953,'M',1520208000,'F',130000)"
SP-10650,Stephanie Phelps,26-07-2000,M,1471564800,M,80000,"Insert into Customer values('SP-10650','Stephanie Phelps',36733,'M',1471564800,'M',80000)"
VM-21835,Vivian Mathis,28-03-1999,M,1513641600,F,80000,"Insert into Customer values('VM-21835','Vivian Mathis',36247,'M',1513641600,'F',80000)"
CM-1815,Candace McMahon,03-11-2003,S,1523577600,F,10000,"Insert into Customer values('CM-1815','Candace McMahon',37928,'S',1523577600,'F',10000)"
MH-8025,Michelle Huthwaite,06-06-1987,S,1432598400,M,10000,"Insert into Customer values('MH-8025','Michelle Huthwaite',31934,'S',1432598400,'M',10000)"
RD-9480,Rick Duston,20-11-2004,S,1549065600,M,60000,"Insert into Customer values('RD-9480','Rick Duston',38311,'S',1549065600,'M',60000)"
PW-9030,Pauline Webber,02-06-1966,M,1506297600,M,60000,"Insert into Customer values('PW-9030','Pauline Webber',24260,'M',1506297600,'M',60000)"
EB-4170,Evan Bailliet,30-06-1980,S,1455321600,F,60000,"Insert into Customer values('EB-4170','Evan Bailliet',29402,'S',1455321600,'F',60000)"
SM-10950,Suzanne McNair,07-11-2003,S,1552262400,M,60000,"Insert into Customer values('SM-10950','Suzanne McNair',37932,'S',1552262400,'M',60000)"
NP-8325,Naresj Patel,04-05-1961,S,1539388800,M,30000,"Insert into Customer values('NP-8325','Naresj Patel',22405,'S',1539388800,'M',30000)"
MP-8175,Mike Pelletier,05-01-1985,S,1529798400,F,20000,"Insert into Customer values('MP-8175','Mike Pelletier',31052,'S',1529798400,'F',20000)"
CM-2160,Charles McCrossin,10-11-1974,S,1513814400,M,20000,"Insert into Customer values('CM-2160','Charles McCrossin',27343,'S',1513814400,'M',20000)"
NP-8700,Nora Preis,09-12-1980,S,1485907200,F,20000,"Insert into Customer values('NP-8700','Nora Preis',29564,'S',1485907200,'F',20000)"
BP-1185,Ben Peterman,01-02-1990,S,1466467200,M,20000,"Insert into Customer values('BP-1185','Ben Peterman',32905,'S',1466467200,'M',20000)"
SW-10755,Steven Ward,04-12-1987,S,1541548800,F,30000,"Insert into Customer values('SW-10755','Steven Ward',32115,'S',1541548800,'F',30000)"
AC-450,Amy Cox,02-01-1974,S,1551744000,F,30000,"Insert into Customer values('AC-450','Amy Cox',27031,'S',1551744000,'F',30000)"
SE-10110,Sanjit Engle,08-08-1970,S,1522713600,M,30000,"Insert into Customer values('SE-10110','Sanjit Engle',25788,'S',1522713600,'M',30000)"
BS-1365,Bill Shonely,12-08-1983,M,1448236800,M,40000,"Insert into Customer values('BS-1365','Bill Shonely',30540,'M',1448236800,'M',40000)"
RM-9750,Roland Murray,23-10-1970,S,1440806400,F,20000,"Insert into Customer values('RM-9750','Roland Murray',25864,'S',1440806400,'F',20000)"
BT-1395,Bill Tyler,03-12-1961,S,1561593600,M,30000,"Insert into Customer values('BT-1395','Bill Tyler',22618,'S',1561593600,'M',30000)"
BP-1155,Becky Pak,30-09-1998,M,1552694400,F,40000,"Insert into Customer values('BP-1155','Becky Pak',36068,'M',1552694400,'F',40000)"
GT-4635,Grant Thornton,18-11-1972,M,1473206400,F,40000,"Insert into Customer values('GT-4635','Grant Thornton',26621,'M',1473206400,'F',40000)"
CM-1935,Carlos Meador,11-02-2003,S,1492732800,F,20000,"Insert into Customer values('CM-1935','Carlos Meador',37663,'S',1492732800,'F',20000)"
RE-9405,Ricardo Emerson,09-04-1991,S,1523318400,F,30000,"Insert into Customer values('RE-9405','Ricardo Emerson',33337,'S',1523318400,'F',30000)"
KS-6300,Karen Seio,04-03-1958,S,1546732800,F,30000,"Insert into Customer values('KS-6300','Karen Seio',21248,'S',1546732800,'F',30000)"
TS-11160,Theresa Swint,12-10-1975,S,1505260800,M,30000,"Insert into Customer values('TS-11160','Theresa Swint',27679,'S',1505260800,'M',30000)"
ML-7395,Marina Lichtenstein,03-06-1958,S,1475971200,F,40000,"Insert into Customer values('ML-7395','Marina Lichtenstein',21339,'S',1475971200,'F',40000)"
BF-1170,Ben Ferrer,26-07-1959,S,1472342400,F,40000,"Insert into Customer values('BF-1170','Ben Ferrer',21757,'S',1472342400,'F',40000)"
NS-8640,Noel Staavos,30-05-1995,S,1510185600,F,10000,"Insert into Customer values('NS-8640','Noel Staavos',34849,'S',1510185600,'F',10000)"
RB-9570,Rob Beeghly,07-03-2002,S,1529366400,F,20000,"Insert into Customer values('RB-9570','Rob Beeghly',37322,'S',1529366400,'F',20000)"
FM-4380,Fred McMath,26-06-1957,S,1432339200,F,20000,"Insert into Customer values('FM-4380','Fred McMath',20997,'S',1432339200,'F',20000)"
AG-300,Aleksandra Gannaway,21-09-1993,S,1498953600,M,30000,"Insert into Customer values('AG-300','Aleksandra Gannaway',34233,'S',1498953600,'M',30000)"
SW-10350,Sean Wendt,29-08-1988,S,1534550400,F,30000,"Insert into Customer values('SW-10350','Sean Wendt',32384,'S',1534550400,'F',30000)"
JR-6210,Justin Ritter,07-06-1984,S,1499212800,M,40000,"Insert into Customer values('JR-6210','Justin Ritter',30840,'S',1499212800,'M',40000)"
MD-7350,Maribeth Dona,07-06-1961,S,1437436800,F,40000,"Insert into Customer values('MD-7350','Maribeth Dona',22439,'S',1437436800,'F',40000)"
ML-7755,Max Ludwig,29-05-1951,S,1424995200,M,40000,"Insert into Customer values('ML-7755','Max Ludwig',18777,'S',1424995200,'M',40000)"
HA-4920,Helen Andreada,31-01-1968,S,1503792000,M,40000,"Insert into Customer values('HA-4920','Helen Andreada',24868,'S',1503792000,'M',40000)"
AS-45,Aaron Smayling,09-12-1987,S,1562457600,F,40000,"Insert into Customer values('AS-45','Aaron Smayling',32120,'S',1562457600,'F',40000)"
BF-1215,Benjamin Farhat,15-01-1967,S,1555632000,M,40000,"Insert into Customer values('BF-1215','Benjamin Farhat',24487,'S',1555632000,'M',40000)"
LH-6900,Lena Hernandez,05-04-1974,S,1490227200,M,40000,"Insert into Customer values('LH-6900','Lena Hernandez',27124,'S',1490227200,'M',40000)"
DP-3390,Dennis Pardue,25-05-2002,S,1445299200,F,40000,"Insert into Customer values('DP-3390','Dennis Pardue',37401,'S',1445299200,'F',40000)"
DH-3075,Dave Hallsten,01-10-1958,S,1550707200,M,40000,"Insert into Customer values('DH-3075','Dave Hallsten',21459,'S',1550707200,'M',40000)"
HM-4860,Harry Marie,08-05-1967,S,1484611200,M,50000,"Insert into Customer values('HM-4860','Harry Marie',24600,'S',1484611200,'M',50000)"
SB-10185,Sarah Brown,18-05-1981,S,1561766400,M,50000,"Insert into Customer values('SB-10185','Sarah Brown',29724,'S',1561766400,'M',50000)"
RF-9840,Roy Französisch,12-02-1971,S,1544140800,M,50000,"Insert into Customer values('RF-9840','Roy Französisch',25976,'S',1544140800,'M',50000)"
SV-10935,Susan Vittorini,10-02-1965,S,1475366400,F,40000,"Insert into Customer values('SV-10935','Susan Vittorini',23783,'S',1475366400,'F',40000)"
CS-2355,Christine Sundaresam,03-01-1955,S,1421625600,F,40000,"Insert into Customer values('CS-2355','Christine Sundaresam',20092,'S',1421625600,'F',40000)"
GM-4695,Greg Maxwell,13-08-1971,S,1546041600,M,40000,"Insert into Customer values('GM-4695','Greg Maxwell',26158,'S',1546041600,'M',40000)"
AT-435,Alyssa Tate,15-04-1959,M,1448323200,F,50000,"Insert into Customer values('AT-435','Alyssa Tate',21655,'M',1448323200,'F',50000)"
MC-8130,Mike Caudle,19-10-1975,S,1536710400,M,60000,"Insert into Customer values('MC-8130','Mike Caudle',27686,'S',1536710400,'M',60000)"
FP-4320,Frank Preis,02-02-1970,S,1519948800,M,60000,"Insert into Customer values('FP-4320','Frank Preis',25601,'S',1519948800,'M',60000)"
DK-3225,Dean Katz,23-10-1987,S,1426723200,F,60000,"Insert into Customer values('DK-3225','Dean Katz',32073,'S',1426723200,'F',60000)"
VG-11790,Vivek Gonzalez,27-11-1999,S,1546041600,F,60000,"Insert into Customer values('VG-11790','Vivek Gonzalez',36491,'S',1546041600,'F',60000)"
LF-7185,Luke Foster,16-04-1989,S,1513123200,F,60000,"Insert into Customer values('LF-7185','Luke Foster',32614,'S',1513123200,'F',60000)"
NC-8535,Nick Crebassa,20-04-1962,S,1515283200,M,20000,"Insert into Customer values('NC-8535','Nick Crebassa',22756,'S',1515283200,'M',20000)"
DB-3405,Denny Blanton,04-10-1972,M,1454976000,F,30000,"Insert into Customer values('DB-3405','Denny Blanton',26576,'M',1454976000,'F',30000)"
MH-8115,Mick Hernandez,18-10-1981,M,1523750400,M,30000,"Insert into Customer values('MH-8115','Mick Hernandez',29877,'M',1523750400,'M',30000)"
SA-10830,Sue Ann Reed,19-11-1982,M,1510790400,M,30000,"Insert into Customer values('SA-10830','Sue Ann Reed',30274,'M',1510790400,'M',30000)"
JK-5640,Jim Kriz,02-12-1973,M,1462492800,F,30000,"Insert into Customer values('JK-5640','Jim Kriz',27000,'M',1462492800,'F',30000)"
VF-11715,Vicky Freymann,16-11-1978,S,1533427200,F,20000,"Insert into Customer values('VF-11715','Vicky Freymann',28810,'S',1533427200,'F',20000)"
VW-11775,Victoria Wilson,26-02-1967,M,1554768000,F,30000,"Insert into Customer values('VW-11775','Victoria Wilson',24529,'M',1554768000,'F',30000)"
SN-10710,Steve Nguyen,15-11-1975,M,1460246400,M,30000,"Insert into Customer values('SN-10710','Steve Nguyen',27713,'M',1460246400,'M',30000)"
MS-7980,Michael Stewart,28-02-1986,M,1429920000,M,40000,"Insert into Customer values('MS-7980','Michael Stewart',31471,'M',1429920000,'M',40000)"
AD-180,Alan Dominguez,11-02-1992,M,1424822400,F,40000,"Insert into Customer values('AD-180','Alan Dominguez',33645,'M',1424822400,'F',40000)"
MC-8100,Mick Crebagga,03-12-1969,M,1560988800,M,40000,"Insert into Customer values('MC-8100','Mick Crebagga',25540,'M',1560988800,'M',40000)"
JB-5925,Joni Blumstein,28-03-1950,M,1541980800,M,40000,"Insert into Customer values('JB-5925','Joni Blumstein',18350,'M',1541980800,'M',40000)"
JC-5340,Jasper Cacioppo,02-05-1952,M,1505865600,F,40000,"Insert into Customer values('JC-5340','Jasper Cacioppo',19116,'M',1505865600,'F',40000)"
MF-7665,Maureen Fritzler,07-02-1958,M,1510617600,M,40000,"Insert into Customer values('MF-7665','Maureen Fritzler',21223,'M',1510617600,'M',40000)"
RP-9270,Rachel Payne,20-09-1976,M,1428192000,M,40000,"Insert into Customer values('RP-9270','Rachel Payne',28023,'M',1428192000,'M',40000)"
PF-9120,Peter Fuller,25-07-1950,M,1459728000,M,40000,"Insert into Customer values('PF-9120','Peter Fuller',18469,'M',1459728000,'M',40000)"
